,id_demande,age,nombre_personnes_charge,anciennete_emploi_mois,revenu_mensuel,revenu_supplementaire,charges_mensuelles,credits_en_cours,mensualites_existantes,epargne_mensuelle,solde_moyen_compte,incidents_paiement_12m,retards_paiement_12m,anciennete_bancaire_mois,montant_credit,duree_mois,taux_interet,mensualite_estimee,apport_personnel,ratio_apport,taux_endettement,prix_vehicule,age_vehicule,valeur_garantie_auto,valeur_bien,valeur_garantie,ratio_couverture,score_defaut,target_default,revenu_total,dti_calcule,reste_a_vivre,taux_epargne,ratio_credit_revenu,incident_ou_retard,annee_demande,mois_demande
id_demande,1.0,-0.00308979549112603,0.0016799843776706678,-0.004446306377158442,-0.0026920219798726866,-0.0020769887736852215,-0.0018078529818803854,0.00036138536945015784,-6.321185164499526e-05,-0.003972367694872646,-0.0005584637411502698,-0.0014042142621273498,-0.0017378444835114484,-0.0018772753973459724,-0.001101377105270975,0.0019207189496385814,0.007079862198296493,-0.002263331707304479,-0.0029552367215100847,-0.0045423308394332805,0.00036897332690925746,0.002722116152766119,-0.004522269843823785,0.002451760960869232,-0.0059727905353108264,-0.007096534715892615,-0.0015907510196345464,-0.001456764923155552,-0.0016191558146227496,-0.0031740728035854504,0.0003688452259737846,-0.0007790557933563257,-0.0022243311667491366,4.898879971453119e-05,-0.002462706045752143,0.0014165658731173435,0.004870677229650496
age,-0.00308979549112603,1.0,0.0022160527213617885,0.0010229240305373237,-0.003832404663892362,-0.0012305621358231725,-0.0020756720429412835,0.0031692940267731393,0.001531662163357998,-0.005613115941520697,-0.005763076321028067,0.0014361570687185673,0.00930124034114303,-0.0031512879415613025,0.0011438876692275036,0.001316298538284841,-0.002751890850942472,0.0007182224573093906,0.00041338395666785173,-0.001540822185825392,6.620265785980091e-05,-0.0031360812367956263,-0.0033126428812730348,0.0012121032047283243,-0.0014862118554411256,0.00032541752351499773,-0.0003229688825083054,0.0010114211461655022,0.0011030217754425557,-0.004030113104167089,6.629605592314792e-05,-0.003956158378731702,-0.002847703585603583,-0.0009595311294213936,0.00547275028347428,0.0013275811144712953,-0.006404140687872331
nombre_personnes_charge,0.0016799843776706678,0.0022160527213617885,1.0,0.007729825894578558,0.0022503453982947374,0.00018073224593716204,-0.0014501879547480626,-0.00011278884817292589,-0.0024687062526886944,0.004860830560065413,0.0024453062578925953,0.0035992808853505982,-0.0027490936820006827,0.0017630216077373848,-0.0005126184558646624,-0.001812758522576951,-0.0004179052288052362,-0.0033614379275976815,-0.0032178436333418583,0.000718302338465269,-0.00435737920031515,-0.005513504376492062,-0.0061399104459419485,1.2043166568664726e-05,0.00879944081996669,0.010242577482800573,0.0019504145643029038,-0.003357720695429204,-0.0003568800960986757,0.0022130931294315277,-0.004357392945889687,0.0056868501378944045,0.004518764598948325,-0.0011478890414613008,0.0005279408244159866,-0.001677496463794386,0.0071610063953840355
anciennete_emploi_mois,-0.004446306377158442,0.0010229240305373237,0.007729825894578558,1.0,-0.03838152154552674,0.003641648748241473,-0.03473512394622386,-0.0005763120998405602,-0.0013589758370386319,-0.019728421437363797,-0.021974080540920225,0.0004311897877842234,-0.00016376349476700163,0.0001976618847449027,0.00740020123168574,0.008032466173356996,-0.001962206360883174,0.0029815481324842238,0.006095191889403574,0.0021245130156459617,0.030116629153363647,-0.0029274481691068262,0.0071997159533189236,-0.003837610791942886,-0.0007119137041266755,-0.0009525628096457052,0.0052006068291339585,0.0027544272131446845,-0.0033370018598906323,-0.03584316174359689,0.03011650860049332,-0.021855539121259513,0.0005451714770334328,0.023761465697984728,-0.001576101594212733,0.000480277470762699,-0.003865217932423388
revenu_mensuel,-0.0026920219798726866,-0.003832404663892362,0.0022503453982947374,-0.03838152154552674,1.0,-0.005645071669931987,0.8304654632957532,-0.003590659665793756,-0.004024220810461175,0.6173998557717615,0.588375135291361,-0.0024791686348773533,0.001712666668655453,0.00012005553126583814,0.001749092286620558,0.0008784319776357383,-0.0038675023537056504,0.0028553377861836216,0.006440431221941131,0.005212335691216903,-0.4366275789396674,0.011143073649002008,-0.010331933313987761,0.012351421305977533,0.004108948088989154,-0.003525687882718548,0.0004664352353296115,-0.3950369777688583,-0.35087009125236757,0.9591192234523749,-0.4366277255409045,0.5818022694269664,0.11967881932700802,-0.2655043007244093,0.0010007576483822425,0.0006092430353898489,0.002026864875898803
revenu_supplementaire,-0.0020769887736852215,-0.0012305621358231725,0.00018073224593716204,0.003641648748241473,-0.005645071669931987,1.0,-0.0067500538296013535,0.004445778256217364,0.005009818343479514,0.2821290141718813,0.1606394382963616,-0.0020278689606613356,0.0011809332983935314,0.00043607626524222253,-0.007713960307109754,-0.0024666094182392057,0.002710978584840067,-0.007144311421710894,-0.005519833039081206,0.0007598458282859821,-0.15767416913196733,-0.004398661185159193,0.00749843193577748,-0.011646357739797268,-0.016053562784185925,-0.021010294000345178,-0.0015335147560197925,-0.14962543263475336,-0.12968839141246988,0.2775835176862745,-0.15767429583715184,0.27192147659669214,0.17403875524535328,-0.0999450201272097,0.00036370611932897594,-0.0037160558684486158,0.001268971770948129
charges_mensuelles,-0.0018078529818803854,-0.0020756720429412835,-0.0014501879547480626,-0.03473512394622386,0.8304654632957532,-0.0067500538296013535,1.0,-0.0008655223148940931,-0.0018219061373870615,0.3768887002160101,0.48970817378145276,-0.004377595232654135,0.0007141499725051626,0.002021421406517093,0.0010376503015619343,0.0020792564089904004,-0.004197288338257329,0.0014023178431121265,0.004925044953693588,0.007640975427366762,-0.3614125548541144,0.008468588905478101,-0.006830653184056014,0.008178053801481486,-0.0024815495216420247,-0.0064267935314743785,0.0012935077235675684,-0.32806695169142114,-0.2925033455927165,0.7959318254246648,-0.3614127496870133,0.3571379523768481,-0.057489615615111476,-0.2197885672033297,-0.0020381934493911855,0.0019331908353415223,0.0031181252407967808
credits_en_cours,0.00036138536945015784,0.0031692940267731393,-0.00011278884817292589,-0.0005763120998405602,-0.003590659665793756,0.004445778256217364,-0.0008655223148940931,1.0,0.8487818156436555,-0.2505948465543848,-0.001734452684686145,0.0011783333252362257,-0.00022445393883420032,0.0029825200879333466,0.0009893889703746018,0.00041678414615156114,-0.0032543475566860886,0.00022052943495638467,0.0002428917435979946,0.002579405329558807,0.26264783794994306,-0.010432047690046395,0.014080153753846586,-0.01792896059559747,-0.00527850617798214,-0.0044079082205125426,-0.009848758420163752,0.2812680977948177,0.26095785425106405,-0.0021914215017572953,0.26264766517150734,-0.25493724372428933,-0.41434560474759835,0.003551757954831553,-6.482333515451158e-05,0.0005926145787127461,0.0013142892672506996
mensualites_existantes,-6.321185164499526e-05,0.001531662163357998,-0.0024687062526886944,-0.0013589758370386319,-0.004024220810461175,0.005009818343479514,-0.0018219061373870615,0.8487818156436555,1.0,-0.28765008616123316,-0.0036144550024480434,-0.0007568483174105007,-0.00023887388505647485,0.00248976458813378,0.002320885713647241,0.0009745136997311496,-0.0020317462266117355,0.0017310447736478053,0.001988049690031527,0.0013692438441077679,0.30858108348948166,-0.0063276576317513634,0.011406874767048018,-0.015393706695847784,-0.003436858077062526,-0.0015066704660525749,-0.005125985495985068,0.32344422325832983,0.296837683791968,-0.002448323786003694,0.3085808650033406,-0.3008858550038276,-0.4709536841462416,0.0035777013827810126,9.637853697977789e-06,0.0006452769601978254,0.0009245055507110681
epargne_mensuelle,-0.003972367694872646,-0.005613115941520697,0.004860830560065413,-0.019728421437363797,0.6173998557717615,0.2821290141718813,0.3768887002160101,-0.2505948465543848,-0.28765008616123316,1.0,0.41248555338672516,-0.0014501114150016613,0.00023580687071079402,-0.0041650227369840745,-0.002152502741921795,-0.0020040774689678766,0.002496820067796054,-0.0007868546967669258,3.0087546105766265e-05,-0.0013132465226335518,-0.39321265596129734,0.008787440190044245,-0.003168698099699785,0.007082263457455122,0.0022261571872236106,-0.006168482977417843,-0.004065397584235697,-0.3754317017827109,-0.33900665668685487,0.6729908632342279,-0.39321275680387624,0.5783602895793046,0.7665828511366474,-0.19133894541639618,0.0024294785568392927,-0.003743712756581539,0.002057894112012808
solde_moyen_compte,-0.0005584637411502698,-0.005763076321028067,0.0024453062578925953,-0.021974080540920225,0.588375135291361,0.1606394382963616,0.48970817378145276,-0.001734452684686145,-0.0036144550024480434,0.41248555338672516,1.0,-0.003949241721049695,0.0016086553717099168,0.0034071651961591074,0.003310086900133132,0.004431338604334481,-0.0018971733751621004,-0.0001790460075876652,0.0039320468580720525,0.0022068983217932623,-0.28399877892448194,0.004245639514063147,0.0004400177456129245,0.0014396214164762514,0.002317144726940511,-0.0026229649596139193,-0.006849391044649594,-0.25844283897124004,-0.23190274841131417,0.6107239460431021,-0.2839988752828435,0.38794314228118437,0.10068759972420112,-0.17138421362221798,0.0004195589656164946,0.0010623089167874418,-0.003640508165724399
incidents_paiement_12m,-0.0014042142621273498,0.0014361570687185673,0.0035992808853505982,0.0004311897877842234,-0.0024791686348773533,-0.0020278689606613356,-0.004377595232654135,0.0011783333252362257,-0.0007568483174105007,-0.0014501114150016613,-0.003949241721049695,1.0,-0.003435897234393632,-0.0005927532075447575,-0.0019863151627482773,0.001763310599195065,-0.0027186770054937674,-0.005322561190199046,0.000800420751265764,0.0012611935425263217,-0.001491869768570531,-0.012464356116205486,-0.0011670032597025123,-0.007832154492020427,-0.008346773822755178,-0.009855942051189524,0.006373649343278315,0.14554566538786698,0.16714091544062668,-0.002955679772712188,-0.0014917741157097694,0.002719409185022519,0.0013198712907365625,-0.0008211066627058998,0.3994034967597821,-0.0020934148654555085,0.0006514701073211933
retards_paiement_12m,-0.0017378444835114484,0.00930124034114303,-0.0027490936820006827,-0.00016376349476700163,0.001712666668655453,0.0011809332983935314,0.0007141499725051626,-0.00022445393883420032,-0.00023887388505647485,0.00023580687071079402,0.0016086553717099168,-0.003435897234393632,1.0,0.0012480006491691288,0.00538296472361153,0.005343804367821252,-0.00614379470134051,0.0028375743728691377,0.003384318391786997,-0.00014724862966227279,-0.00013808294683954306,0.0005171022748143583,0.008781934131184325,-0.003020740653930269,0.0025402565539656276,0.00148811594659165,0.0040338380719506595,0.10785859774940211,0.09875216895485801,0.001979599863752038,-0.00013809390474182567,-0.0002155353079297205,0.0006668409894009641,0.005212000119091892,0.6486961457514969,-0.001662548881269628,-0.0006889612134519251
anciennete_bancaire_mois,-0.0018772753973459724,-0.0031512879415613025,0.0017630216077373848,0.0001976618847449027,0.00012005553126583814,0.00043607626524222253,0.002021421406517093,0.0029825200879333466,0.00248976458813378,-0.0041650227369840745,0.0034071651961591074,-0.0005927532075447575,0.0012480006491691288,1.0,0.005473399675657347,0.005401194554362401,-0.003102873212329331,0.004518144571711834,0.002345811392807087,-0.005673511100016615,0.007456673468915479,0.006713342755033117,-0.004361402950843137,0.009663046808997431,0.00726655948733977,0.009173426099155018,-0.005867391247178824,-0.025384488378666283,-0.023678562376113023,0.00023875193065939115,0.007456620919007096,-0.004347721218383951,-0.007893730928720118,0.004815477738477297,0.0011143486966152807,-0.004164437845877176,0.00462119872402923
montant_credit,-0.001101377105270975,0.0011438876692275036,-0.0005126184558646624,0.00740020123168574,0.001749092286620558,-0.007713960307109754,0.0010376503015619343,0.0009893889703746018,0.002320885713647241,-0.002152502741921795,0.003310086900133132,-0.0019863151627482773,0.00538296472361153,0.005473399675657347,1.0,0.720771994671933,-0.5121451276077356,0.665183947230051,0.7985520141767396,0.15070504353442818,0.4553904499391512,0.9291321997885269,0.00030484736569853977,0.7064799994129014,0.9698207876141587,0.9335754512416209,-0.14560690516240926,0.40915469841706625,0.3455875500064342,-0.000502721101426667,0.4553903719960914,-0.4455697714145472,-0.00207479192027884,0.8387491405811224,0.002035275114183707,0.0018673017900517862,-0.002825114744173565
duree_mois,0.0019207189496385814,0.001316298538284841,-0.001812758522576951,0.008032466173356996,0.0008784319776357383,-0.0024666094182392057,0.0020792564089904004,0.00041678414615156114,0.0009745136997311496,-0.0020040774689678766,0.004431338604334481,0.001763310599195065,0.005343804367821252,0.005401194554362401,0.720771994671933,1.0,-0.5379028166697011,0.1588813762198243,0.6458470671269466,0.20659352532933944,0.11159806153294317,-0.003970614434634294,-0.008570083437088788,-0.0002514881291254124,0.002302428326664014,0.0039917809553295745,0.009781122632104424,0.09266727889350201,0.07710021460378166,0.000145857054134602,0.11159779684910902,-0.10703792176473466,-0.003053025918418668,0.6041801934172313,0.004053815890263844,0.0022037558367395496,-0.00268663132604668
taux_interet,0.007079862198296493,-0.002751890850942472,-0.0004179052288052362,-0.001962206360883174,-0.0038675023537056504,0.002710978584840067,-0.004197288338257329,-0.0032543475566860886,-0.0020317462266117355,0.002496820067796054,-0.0018971733751621004,-0.0027186770054937674,-0.00614379470134051,-0.003102873212329331,-0.5121451276077356,-0.5379028166697011,1.0,-0.2231553487351191,-0.4743365970080057,-0.2364710855975018,-0.15374665458863532,0.0022402946730968524,-0.0023122615504370305,0.0021214258321100837,0.001872657015574483,0.0024219991578166814,-0.003253241548337066,-0.12863959480523382,-0.10902224272091526,-0.002948349088624571,-0.1537465416639707,0.1484256833266617,0.005201528456870048,-0.429274310986663,-0.004126173788220911,0.0020588257226786186,0.0008426696812106884
mensualite_estimee,-0.002263331707304479,0.0007182224573093906,-0.0033614379275976815,0.0029815481324842238,0.0028553377861836216,-0.007144311421710894,0.0014023178431121265,0.00022052943495638467,0.0017310447736478053,-0.0007868546967669258,-0.0001790460075876652,-0.005322561190199046,0.0028375743728691377,0.004518144571711834,0.665183947230051,0.1588813762198243,-0.2231553487351191,1.0,0.48048248392469906,0.021393763117135794,0.6765729333798763,0.7004135384297425,0.004425225298540591,0.5298159957999414,0.8624649056734598,0.8298684902454865,-0.13031111230688752,0.6237389478151274,0.5309314614993338,0.0007212820810387074,0.6765730277622891,-0.667841556069411,-0.001699303932187269,0.5568113495393341,-0.0018075817274688535,-0.00056682210778588,-0.0009668239069028165
apport_personnel,-0.0029552367215100847,0.00041338395666785173,-0.0032178436333418583,0.006095191889403574,0.006440431221941131,-0.005519833039081206,0.004925044953693588,0.0002428917435979946,0.001988049690031527,3.0087546105766265e-05,0.0039320468580720525,0.000800420751265764,0.003384318391786997,0.002345811392807087,0.7985520141767396,0.6458470671269466,-0.4743365970080057,0.48048248392469906,1.0,0.48112041892238977,0.3264754843741118,0.5953282733516233,0.0006804953468248754,0.4510032406309174,0.7086494350460956,0.6802516550840516,0.4216052122502454,0.26626787993582407,0.22827198430323442,0.004625280118693597,0.3264753856213488,-0.31885355969199797,-0.003136353215662643,0.6667694337920084,0.0026682186018681204,0.0003156713637954086,-0.002635065521343118
ratio_apport,-0.0045423308394332805,-0.001540822185825392,0.000718302338465269,0.0021245130156459617,0.005212335691216903,0.0007598458282859821,0.007640975427366762,0.002579405329558807,0.0013692438441077679,-0.0013132465226335518,0.0022068983217932623,0.0012611935425263217,-0.00014724862966227279,-0.005673511100016615,0.15070504353442818,0.20659352532933944,-0.2364710855975018,0.021393763117135794,0.48112041892238977,1.0,0.01168579212097676,0.006446605139537972,-0.002674605805513492,0.0056714761496357595,0.004509702063496849,0.002040548245337079,0.6678981705692422,-0.06308586538807145,-0.050750374529340635,0.005222620117416734,0.011685878755571616,-0.012778513883650372,-0.005292624543049846,0.12379675721473091,0.0005764031505161876,-0.0011505062513388342,0.0017997389027658334
taux_endettement,0.00036897332690925746,6.620265785980091e-05,-0.00435737920031515,0.030116629153363647,-0.4366275789396674,-0.15767416913196733,-0.3614125548541144,0.26264783794994306,0.30858108348948166,-0.39321265596129734,-0.28399877892448194,-0.001491869768570531,-0.00013808294683954306,0.007456673468915479,0.4553904499391512,0.11159806153294317,-0.15374665458863532,0.6765729333798763,0.3264754843741118,0.01168579212097676,1.0,0.42182051260384595,0.010269603344161183,0.31463213912046145,0.5284165982597779,0.5129246230417459,-0.08170692147788261,0.8102875938061186,0.6527744033204638,-0.4640983252355613,0.9999999988473657,-0.8418094822388145,-0.26961564300947927,0.6682813089968178,-0.0029854440367971034,-0.0012694292578884754,-0.00047863104662078555
prix_vehicule,0.002722116152766119,-0.0031360812367956263,-0.005513504376492062,-0.0029274481691068262,0.011143073649002008,-0.004398661185159193,0.008468588905478101,-0.010432047690046395,-0.0063276576317513634,0.008787440190044245,0.004245639514063147,-0.012464356116205486,0.0005171022748143583,0.006713342755033117,0.9291321997885269,-0.003970614434634294,0.0022402946730968524,0.7004135384297425,0.5953282733516233,0.006446605139537972,0.42182051260384595,1.0,0.0005136756443468682,0.7597290243843502,,,,0.3850378159507405,0.3495697038425643,0.009422758374195388,0.42182063994063623,-0.3807788598664239,0.005179625306651402,0.613965855222963,-0.00489927442887033,-0.005593349375861939,0.002024415086036076
age_vehicule,-0.004522269843823785,-0.0033126428812730348,-0.0061399104459419485,0.0071997159533189236,-0.010331933313987761,0.00749843193577748,-0.006830653184056014,0.014080153753846586,0.011406874767048018,-0.003168698099699785,0.0004400177456129245,-0.0011670032597025123,0.008781934131184325,-0.004361402950843137,0.00030484736569853977,-0.008570083437088788,-0.0023122615504370305,0.004425225298540591,0.0006804953468248754,-0.002674605805513492,0.010269603344161183,0.0005136756443468682,1.0,-0.5776264993190483,,,,0.03144175159392249,0.02459863732563846,-0.007762455923031942,0.010269310294566118,-0.011467590663279487,-0.002752248965261082,0.002617445470215,0.008771898071772337,-0.003907362091153242,0.0011288322430299449
valeur_garantie_auto,0.002451760960869232,0.0012121032047283243,1.2043166568664726e-05,-0.003837610791942886,0.012351421305977533,-0.011646357739797268,0.008178053801481486,-0.01792896059559747,-0.015393706695847784,0.007082263457455122,0.0014396214164762514,-0.007832154492020427,-0.003020740653930269,0.009663046808997431,0.7064799994129014,-0.0002514881291254124,0.0021214258321100837,0.5298159957999414,0.4510032406309174,0.0056714761496357595,0.31463213912046145,0.7597290243843502,-0.5776264993190483,1.0,,,,0.27598070480335474,0.2522423565167015,0.008515498490430184,0.31463241360645444,-0.28383341286064817,0.006789125822739069,0.4667814733657744,-0.007619093698693137,-0.0024718911241629104,-0.0013038335203582679
valeur_bien,-0.0059727905353108264,-0.0014862118554411256,0.00879944081996669,-0.0007119137041266755,0.004108948088989154,-0.016053562784185925,-0.0024815495216420247,-0.00527850617798214,-0.003436858077062526,0.0022261571872236106,0.002317144726940511,-0.008346773822755178,0.0025402565539656276,0.00726655948733977,0.9698207876141587,0.002302428326664014,0.001872657015574483,0.8624649056734598,0.7086494350460956,0.004509702063496849,0.5284165982597779,,,,1.0,0.9621926004818716,2.297285958487562e-06,0.5202790604198798,0.47776940453903566,-0.0005292709779505013,0.528416927078824,-0.5998797165098746,0.0043650247044205465,0.6348873794732653,-0.002544364248706624,0.003600890647592101,-0.0057726693454723775
valeur_garantie,-0.007096534715892615,0.00032541752351499773,0.010242577482800573,-0.0009525628096457052,-0.003525687882718548,-0.021010294000345178,-0.0064267935314743785,-0.0044079082205125426,-0.0015066704660525749,-0.006168482977417843,-0.0026229649596139193,-0.009855942051189524,0.00148811594659165,0.009173426099155018,0.9335754512416209,0.0039917809553295745,0.0024219991578166814,0.8298684902454865,0.6802516550840516,0.002040548245337079,0.5129246230417459,,,,0.9621926004818716,1.0,0.18170944996507152,0.5338321410543162,0.47885481668356383,-0.00927977049539464,0.5129248449817234,-0.5831088808604242,-0.0005807274667943622,0.6138303352859591,-0.0032437689616901405,0.004123411172696542,-0.0014145364622358864
ratio_couverture,-0.0015907510196345464,-0.0003229688825083054,0.0019504145643029038,0.0052006068291339585,0.0004664352353296115,-0.0015335147560197925,0.0012935077235675684,-0.009848758420163752,-0.005125985495985068,-0.004065397584235697,-0.006849391044649594,0.006373649343278315,0.0040338380719506595,-0.005867391247178824,-0.14560690516240926,0.009781122632104424,-0.003253241548337066,-0.13031111230688752,0.4216052122502454,0.6678981705692422,-0.08170692147788261,,,,2.297285958487562e-06,0.18170944996507152,1.0,-0.16535481373089775,-0.15260248086175326,1.9031558405048033e-05,-0.08170737310405853,0.0916699590829271,-0.006887344066792599,-0.09506839554433007,0.0024581326413434176,-0.001156443663038728,0.0007253447631512552
score_defaut,-0.001456764923155552,0.0010114211461655022,-0.003357720695429204,0.0027544272131446845,-0.3950369777688583,-0.14962543263475336,-0.32806695169142114,0.2812680977948177,0.32344422325832983,-0.3754317017827109,-0.25844283897124004,0.14554566538786698,0.10785859774940211,-0.025384488378666283,0.40915469841706625,0.09266727889350201,-0.12863959480523382,0.6237389478151274,0.26626787993582407,-0.06308586538807145,0.8102875938061186,0.3850378159507405,0.03144175159392249,0.27598070480335474,0.5202790604198798,0.5338321410543162,-0.16535481373089775,1.0,0.8652725311570777,-0.4218636878233157,0.810287746477874,-0.78402047167691,-0.25990270358999745,0.5222029877834308,0.12097469417201177,0.0005153904095884827,3.9147561661312725e-05
target_default,-0.0016191558146227496,0.0011030217754425557,-0.0003568800960986757,-0.0033370018598906323,-0.35087009125236757,-0.12968839141246988,-0.2925033455927165,0.26095785425106405,0.296837683791968,-0.33900665668685487,-0.23190274841131417,0.16714091544062668,0.09875216895485801,-0.023678562376113023,0.3455875500064342,0.07710021460378166,-0.10902224272091526,0.5309314614993338,0.22827198430323442,-0.050750374529340635,0.6527744033204638,0.3495697038425643,0.02459863732563846,0.2522423565167015,0.47776940453903566,0.47885481668356383,-0.15260248086175326,0.8652725311570777,1.0,-0.37378949828360447,0.6527746199698998,-0.682492256755291,-0.22722317184450136,0.41263646911981056,0.11143249678873716,0.0011389066926083356,0.0028718576016884376
revenu_total,-0.0031740728035854504,-0.004030113104167089,0.0022130931294315277,-0.03584316174359689,0.9591192234523749,0.2775835176862745,0.7959318254246648,-0.0021914215017572953,-0.002448323786003694,0.6729908632342279,0.6107239460431021,-0.002955679772712188,0.001979599863752038,0.00023875193065939115,-0.000502721101426667,0.000145857054134602,-0.002948349088624571,0.0007212820810387074,0.004625280118693597,0.005222620117416734,-0.4640983252355613,0.009422758374195388,-0.007762455923031942,0.008515498490430184,-0.0005292709779505013,-0.00927977049539464,1.9031558405048033e-05,-0.4218636878233157,-0.37378949828360447,1.0,-0.46409850193627167,0.6359028604955861,0.16423161133978345,-0.2833595703912065,0.0010643760198148279,-0.0004663591725594109,0.0023063708547161653
dti_calcule,0.0003688452259737846,6.629605592314792e-05,-0.004357392945889687,0.03011650860049332,-0.4366277255409045,-0.15767429583715184,-0.3614127496870133,0.26264766517150734,0.3085808650033406,-0.39321275680387624,-0.2839988752828435,-0.0014917741157097694,-0.00013809390474182567,0.007456620919007096,0.4553903719960914,0.11159779684910902,-0.1537465416639707,0.6765730277622891,0.3264753856213488,0.011685878755571616,0.9999999988473657,0.42182063994063623,0.010269310294566118,0.31463241360645444,0.528416927078824,0.5129248449817234,-0.08170737310405853,0.810287746477874,0.6527746199698998,-0.46409850193627167,1.0,-0.8418095704750341,-0.26961550641266047,0.6682812264325604,-0.002985318519855199,-0.0012693898574666657,-0.0004784583082167522
reste_a_vivre,-0.0007790557933563257,-0.003956158378731702,0.0056868501378944045,-0.021855539121259513,0.5818022694269664,0.27192147659669214,0.3571379523768481,-0.25493724372428933,-0.3008858550038276,0.5783602895793046,0.38794314228118437,0.002719409185022519,-0.0002155353079297205,-0.004347721218383951,-0.4455697714145472,-0.10703792176473466,0.1484256833266617,-0.667841556069411,-0.31885355969199797,-0.012778513883650372,-0.8418094822388145,-0.3807788598664239,-0.011467590663279487,-0.28383341286064817,-0.5998797165098746,-0.5831088808604242,0.0916699590829271,-0.78402047167691,-0.682492256755291,0.6359028604955861,-0.8418095704750341,1.0,0.3221428800128705,-0.5551552093314484,0.0030485636821886474,-0.0010436219773860235,0.0013164466367515896
taux_epargne,-0.0022243311667491366,-0.002847703585603583,0.004518764598948325,0.0005451714770334328,0.11967881932700802,0.17403875524535328,-0.057489615615111476,-0.41434560474759835,-0.4709536841462416,0.7665828511366474,0.10068759972420112,0.0013198712907365625,0.0006668409894009641,-0.007893730928720118,-0.00207479192027884,-0.003053025918418668,0.005201528456870048,-0.001699303932187269,-0.003136353215662643,-0.005292624543049846,-0.26961564300947927,0.005179625306651402,-0.002752248965261082,0.006789125822739069,0.0043650247044205465,-0.0005807274667943622,-0.006887344066792599,-0.25990270358999745,-0.22722317184450136,0.16423161133978345,-0.26961550641266047,0.3221428800128705,1.0,-0.06669206270414996,0.003173520023240841,-0.00292742890766853,0.0006732720602297248
ratio_credit_revenu,4.898879971453119e-05,-0.0009595311294213936,-0.0011478890414613008,0.023761465697984728,-0.2655043007244093,-0.0999450201272097,-0.2197885672033297,0.003551757954831553,0.0035777013827810126,-0.19133894541639618,-0.17138421362221798,-0.0008211066627058998,0.005212000119091892,0.004815477738477297,0.8387491405811224,0.6041801934172313,-0.429274310986663,0.5568113495393341,0.6667694337920084,0.12379675721473091,0.6682813089968178,0.613965855222963,0.002617445470215,0.4667814733657744,0.6348873794732653,0.6138303352859591,-0.09506839554433007,0.5222029877834308,0.41263646911981056,-0.2833595703912065,0.6682812264325604,-0.5551552093314484,-0.06669206270414996,1.0,0.00036594591867507097,0.0010113465164428058,-0.0025116959869888487
incident_ou_retard,-0.002462706045752143,0.00547275028347428,0.0005279408244159866,-0.001576101594212733,0.0010007576483822425,0.00036370611932897594,-0.0020381934493911855,-6.482333515451158e-05,9.637853697977789e-06,0.0024294785568392927,0.0004195589656164946,0.3994034967597821,0.6486961457514969,0.0011143486966152807,0.002035275114183707,0.004053815890263844,-0.004126173788220911,-0.0018075817274688535,0.0026682186018681204,0.0005764031505161876,-0.0029854440367971034,-0.00489927442887033,0.008771898071772337,-0.007619093698693137,-0.002544364248706624,-0.0032437689616901405,0.0024581326413434176,0.12097469417201177,0.11143249678873716,0.0010643760198148279,-0.002985318519855199,0.0030485636821886474,0.003173520023240841,0.00036594591867507097,1.0,-0.007053264079118524,-0.0006270358627128864
annee_demande,0.0014165658731173435,0.0013275811144712953,-0.001677496463794386,0.000480277470762699,0.0006092430353898489,-0.0037160558684486158,0.0019331908353415223,0.0005926145787127461,0.0006452769601978254,-0.003743712756581539,0.0010623089167874418,-0.0020934148654555085,-0.001662548881269628,-0.004164437845877176,0.0018673017900517862,0.0022037558367395496,0.0020588257226786186,-0.00056682210778588,0.0003156713637954086,-0.0011505062513388342,-0.0012694292578884754,-0.005593349375861939,-0.003907362091153242,-0.0024718911241629104,0.003600890647592101,0.004123411172696542,-0.001156443663038728,0.0005153904095884827,0.0011389066926083356,-0.0004663591725594109,-0.0012693898574666657,-0.0010436219773860235,-0.00292742890766853,0.0010113465164428058,-0.007053264079118524,1.0,-0.18618776929300568
mois_demande,0.004870677229650496,-0.006404140687872331,0.0071610063953840355,-0.003865217932423388,0.002026864875898803,0.001268971770948129,0.0031181252407967808,0.0013142892672506996,0.0009245055507110681,0.002057894112012808,-0.003640508165724399,0.0006514701073211933,-0.0006889612134519251,0.00462119872402923,-0.002825114744173565,-0.00268663132604668,0.0008426696812106884,-0.0009668239069028165,-0.002635065521343118,0.0017997389027658334,-0.00047863104662078555,0.002024415086036076,0.0011288322430299449,-0.0013038335203582679,-0.0057726693454723775,-0.0014145364622358864,0.0007253447631512552,3.9147561661312725e-05,0.0028718576016884376,0.0023063708547161653,-0.0004784583082167522,0.0013164466367515896,0.0006732720602297248,-0.0025116959869888487,-0.0006270358627128864,-0.18618776929300568,1.0
